id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
578625,2013,London,2013/06/17,Australia,Sri Lanka,Australia,field,normal,0,Sri Lanka,20,0,DPMD Jayawardene,Kennington Oval,M Erasmus,AL Hill,Aleem Dar
578624,2013,Cardiff,2013/06/16,England,New Zealand,New Zealand,field,normal,0,England,10,0,AN Cook,Sophia Gardens,BNJ Oxenford,RJ Tucker,SJ Davis
578623,2013,Birmingham,2013/06/15,India,Pakistan,India,field,D/L,1,India,0,8,B Kumar,Edgbaston,IJ Gould,RA Kettleborough,HDPK Dharmasena
578622,2013,Cardiff,2013/06/14,South Africa,West Indies,West Indies,field,D/L,1,,0,0,CA Ingram,Sophia Gardens,SJ Davis,RJ Tucker,BNJ Oxenford
578621,2013,London,2013/06/13,England,Sri Lanka,Sri Lanka,field,normal,0,Sri Lanka,0,7,KC Sangakkara,Kennington Oval,Aleem Dar,BF Bowden,M Erasmus
578620,2013,Birmingham,2013/06/12,Australia,New Zealand,Australia,bat,normal,0,,0,0,,Edgbaston,HDPK Dharmasena,NJ Llong,RA Kettleborough
578619,2013,London,2013/06/11,India,West Indies,India,field,normal,0,India,0,8,RA Jadeja,Kennington Oval,Aleem Dar,AL Hill,SJ Davis
578618,2013,Birmingham,2013/06/10,Pakistan,South Africa,South Africa,bat,normal,0,South Africa,67,0,HM Amla,Edgbaston,BF Bowden,RA Kettleborough,NJ Llong
578617,2013,Cardiff,2013/06/09,New Zealand,Sri Lanka,Sri Lanka,bat,normal,0,New Zealand,0,1,NL McCullum,Sophia Gardens,BNJ Oxenford,RJ Tucker,IJ Gould
578616,2013,Birmingham,2013/06/08,England,Australia,England,bat,normal,0,England,48,0,IR Bell,Edgbaston,HDPK Dharmasena,M Erasmus,BF Bowden
578615,2013,London,2013/06/07,Pakistan,West Indies,West Indies,field,normal,0,West Indies,0,2,KAJ Roach,Kennington Oval,SJ Davis,NJ Llong,AL Hill
578614,2013,Cardiff,2013/06/06,India,South Africa,South Africa,field,normal,0,India,26,0,S Dhawan,Sophia Gardens,IJ Gould,BNJ Oxenford,RJ Tucker
566925,2013,Nottingham,2013/06/05,England,New Zealand,New Zealand,field,normal,0,England,34,0,JC Buttler,Trent Bridge,Aleem Dar,RT Robinson,SJ Davis
566924,2013,Southampton,2013/06/02,England,New Zealand,New Zealand,bat,normal,0,New Zealand,86,0,MJ Guptill,The Rose Bowl,RJ Bailey,SJ Davis,Aleem Dar
566923,2013,London,2013/05/31,England,New Zealand,New Zealand,field,normal,0,New Zealand,0,5,MJ Guptill,Lord's,Aleem Dar,RK Illingworth,SJ Davis
601613,2013,Dublin,2013/05/26,Ireland,Pakistan,Pakistan,field,normal,0,Pakistan,0,2,Kamran Akmal,Clontarf Cricket Club Ground,IJ Gould,RP Smith,
601612,2013,Dublin,2013/05/23,Ireland,Pakistan,Pakistan,bat,D/L,1,,0,0,KJ O'Brien,Clontarf Cricket Club Ground,IJ Gould,RP Smith,
601077,2013,Edinburgh,2013/05/17,Scotland,Pakistan,Pakistan,bat,normal,0,Pakistan,96,0,Misbah-ul-Haq,"Grange Cricket Club Ground, Raeburn Place",RA Kettleborough,IN Ramage,
623575,2013,Bulawayo,2013/05/08,Zimbabwe,Bangladesh,Zimbabwe,field,normal,0,Zimbabwe,0,7,V Sibanda,Queens Sports Club,JD Cloete,TJ Matibiri,RB Tiffin
623574,2013,Bulawayo,2013/05/05,Zimbabwe,Bangladesh,Zimbabwe,field,normal,0,Zimbabwe,0,6,SC Williams,Queens Sports Club,O Chirombe,JD Cloete,TJ Matibiri
623573,2013,Bulawayo,2013/05/03,Zimbabwe,Bangladesh,Zimbabwe,field,normal,0,Bangladesh,121,0,Ziaur Rahman,Queens Sports Club,JD Cloete,RB Tiffin,TJ Matibiri
602476,2012/13,,2013/03/28,Sri Lanka,Bangladesh,Sri Lanka,bat,D/L,1,Bangladesh,0,3,TM Dilshan,Pallekele International Cricket Stadium,NJ Llong,RSA Palliyaguruge,TH Wijewardene
602475,2012/13,Hambantota,2013/03/25,Sri Lanka,Bangladesh,Bangladesh,field,normal,0,,0,0,,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",NJ Llong,TH Wijewardene,RSA Palliyaguruge
567372,2012/13,Benoni,2013/03/24,South Africa,Pakistan,Pakistan,bat,normal,0,South Africa,0,6,AB de Villiers,Willowmoore Park,BF Bowden,JD Cloete,HDPK Dharmasena
602474,2012/13,Hambantota,2013/03/23,Sri Lanka,Bangladesh,Sri Lanka,field,D/L,1,Sri Lanka,0,8,TM Dilshan,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",NJ Llong,RSA Palliyaguruge,TH Wijewardene
567371,2012/13,Durban,2013/03/21,South Africa,Pakistan,South Africa,bat,normal,0,Pakistan,0,3,Misbah-ul-Haq,Kingsmead,HDPK Dharmasena,S George,BF Bowden
567370,2012/13,Johannesburg,2013/03/17,South Africa,Pakistan,Pakistan,field,normal,0,South Africa,34,0,AB de Villiers,New Wanderers Stadium,BF Bowden,S George,HDPK Dharmasena
567369,2012/13,Centurion,2013/03/15,South Africa,Pakistan,South Africa,bat,D/L,1,Pakistan,0,6,Mohammad Irfan,SuperSport Park,BF Bowden,AT Holdstock,HDPK Dharmasena
592266,2012/13,Dubai,2013/03/11,Canada,Kenya,Canada,bat,normal,0,Kenya,0,6,E Otieno,ICC Global Cricket Academy,RJ Bailey,D Odhiambo,
567368,2012/13,Bloemfontein,2013/03/10,South Africa,Pakistan,Pakistan,field,normal,0,South Africa,125,0,CA Ingram,Chevrolet Park,JD Cloete,HDPK Dharmasena,BF Bowden
593985,2012/13,Grenada,2013/02/26,West Indies,Zimbabwe,Zimbabwe,bat,normal,0,West Indies,0,5,DM Bravo,"National Cricket Stadium, St George's",GO Brathwaite,IJ Gould,JD Cloete
569242,2012/13,Auckland,2013/02/23,New Zealand,England,England,field,normal,0,England,0,5,,Eden Park,CB Gaffaney,S Ravi,RJ Tucker
593983,2012/13,Grenada,2013/02/22,West Indies,Zimbabwe,Zimbabwe,field,normal,0,West Indies,156,0,J Charles,"National Cricket Stadium, St George's",IJ Gould,JS Wilson,JD Cloete
569241,2012/13,Napier,2013/02/20,New Zealand,England,England,field,normal,0,England,0,8,,McLean Park,CB Gaffaney,RJ Tucker,S Ravi
569240,2012/13,Hamilton,2013/02/17,New Zealand,England,New Zealand,field,normal,0,New Zealand,0,3,BB McCullum,Seddon Park,GAV Baxter,S Ravi,RJ Tucker
573026,2012/13,,2013/02/10,Australia,West Indies,West Indies,field,normal,0,Australia,17,0,AC Voges,Melbourne Cricket Ground,Asad Rauf,PR Reiffel,NJ Llong
573025,2012/13,,2013/02/08,Australia,West Indies,West Indies,bat,normal,0,Australia,0,5,KA Pollard,Sydney Cricket Ground,SD Fry,NJ Llong,Asad Rauf
573024,2012/13,Canberra,2013/02/06,Australia,West Indies,Australia,bat,normal,0,Australia,39,0,SR Watson,Manuka Oval,Asad Rauf,SD Fry,NJ Llong
573023,2012/13,Perth,2013/02/03,Australia,West Indies,West Indies,field,normal,0,Australia,54,0,GJ Bailey,Western Australia Cricket Association Ground,NJ Llong,PR Reiffel,Asad Rauf
573022,2012/13,Perth,2013/02/01,Australia,West Indies,West Indies,bat,normal,0,Australia,0,9,MA Starc,Western Australia Cricket Association Ground,Asad Rauf,PR Reiffel,NJ Llong
565816,2012/13,Dharamsala,2013/01/27,India,England,England,field,normal,0,England,0,7,IR Bell,Himachal Pradesh Cricket Association Stadium,S Asnani,SJ Davis,C Shamshuddin
567360,2012/13,Potchefstroom,2013/01/25,South Africa,New Zealand,New Zealand,bat,normal,0,South Africa,0,1,GC Smith,Senwes Park,Enamul Haque,AT Holdstock,Aleem Dar
573018,2012/13,Hobart,2013/01/23,Australia,Sri Lanka,Sri Lanka,field,normal,0,Australia,32,0,PJ Hughes,Bellerive Oval,SD Fry,RA Kettleborough,M Erasmus
565815,2012/13,Chandigarh,2013/01/23,India,England,India,field,normal,0,India,0,5,SK Raina,"Punjab Cricket Association Stadium, Mohali",S Asnani,SJ Davis,C Shamshuddin
567359,2012/13,Kimberley,2013/01/22,South Africa,New Zealand,South Africa,field,normal,0,New Zealand,27,0,KS Williamson,De Beers Diamond Oval,Aleem Dar,JD Cloete,Enamul Haque
573017,2012/13,,2013/01/20,Australia,Sri Lanka,Australia,bat,normal,0,,0,0,,Sydney Cricket Ground,M Erasmus,PR Reiffel,RA Kettleborough
567358,2012/13,Paarl,2013/01/19,South Africa,New Zealand,New Zealand,field,normal,0,New Zealand,0,1,JEC Franklin,Boland Park,Enamul Haque,S George,Aleem Dar
565814,2012/13,Ranchi,2013/01/19,India,England,India,field,normal,0,India,0,7,V Kohli,JSCA International Stadium Complex,SJ Davis,S Ravi,VA Kulkarni
573016,2012/13,Brisbane,2013/01/18,Australia,Sri Lanka,Australia,bat,normal,0,Sri Lanka,0,4,KMDN Kulasekara,"Brisbane Cricket Ground, Woolloongabba",RA Kettleborough,PR Reiffel,M Erasmus
565813,2012/13,Kochi,2013/01/15,India,England,India,bat,normal,0,India,127,0,RA Jadeja,Nehru Stadium,SJ Davis,VA Kulkarni,S Asnani
573015,2012/13,,2013/01/13,Australia,Sri Lanka,Sri Lanka,field,normal,0,Sri Lanka,0,8,HDRL Thirimanne,Adelaide Oval,M Erasmus,SD Fry,RA Kettleborough
565812,2012/13,Rajkot,2013/01/11,India,England,England,bat,normal,0,England,9,0,JC Tredwell,Saurashtra Cricket Association Stadium,SJ Davis,S Ravi,VA Kulkarni
573014,2012/13,,2013/01/11,Australia,Sri Lanka,Australia,bat,normal,0,Australia,107,0,PJ Hughes,Melbourne Cricket Ground,RA Kettleborough,PR Reiffel,M Erasmus
589310,2012/13,Delhi,2013/01/06,India,Pakistan,India,bat,normal,0,India,10,0,MS Dhoni,Feroz Shah Kotla,S Asnani,BF Bowden,VA Kulkarni
589309,2012/13,Kolkata,2013/01/03,India,Pakistan,India,field,normal,0,Pakistan,85,0,Nasir Jamshed,Eden Gardens,BF Bowden,VA Kulkarni,S Ravi
589308,2012/13,Chennai,2012/12/30,India,Pakistan,Pakistan,field,normal,0,Pakistan,0,6,MS Dhoni,"MA Chidambaram Stadium, Chepauk",BF Bowden,S Ravi,S Asnani
587475,2012/13,Mirpur,2012/12/08,Bangladesh,West Indies,Bangladesh,field,normal,0,Bangladesh,0,2,Mahmudullah,Shere Bangla National Stadium,Enamul Haque,REJ Martinesz,Anisur Rahman
587474,2012/13,Mirpur,2012/12/07,Bangladesh,West Indies,Bangladesh,field,normal,0,West Indies,75,0,DJG Sammy,Shere Bangla National Stadium,Enamul Haque,REJ Martinesz,Anisur Rahman
587473,2012/13,Mirpur,2012/12/05,Bangladesh,West Indies,West Indies,field,normal,0,West Indies,0,4,MN Samuels,Shere Bangla National Stadium,Enamul Haque,REJ Martinesz,Anisur Rahman
587472,2012/13,Khulna,2012/12/02,Bangladesh,West Indies,West Indies,field,normal,0,Bangladesh,160,0,Anamul Haque,Sheikh Abu Naser Stadium,Enamul Haque,REJ Martinesz,Anisur Rahman
587471,2012/13,Khulna,2012/11/30,Bangladesh,West Indies,West Indies,bat,normal,0,Bangladesh,0,7,Sohag Gazi,Sheikh Abu Naser Stadium,Enamul Haque,REJ Martinesz,Anisur Rahman
582191,2012/13,Hambantota,2012/11/12,Sri Lanka,New Zealand,New Zealand,field,normal,0,,0,0,,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",IJ Gould,TH Wijewardene,RSA Palliyaguruge
582190,2012/13,Hambantota,2012/11/10,Sri Lanka,New Zealand,Sri Lanka,field,D/L,1,Sri Lanka,0,7,BMAJ Mendis,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",IJ Gould,RSA Palliyaguruge,TH Wijewardene
582189,2012/13,,2012/11/06,Sri Lanka,New Zealand,Sri Lanka,field,D/L,1,Sri Lanka,0,7,TM Dilshan,Pallekele International Cricket Stadium,HDPK Dharmasena,IJ Gould,REJ Martinesz
582188,2012/13,,2012/11/04,Sri Lanka,New Zealand,New Zealand,bat,D/L,1,Sri Lanka,14,0,SL Malinga,Pallekele International Cricket Stadium,HDPK Dharmasena,IJ Gould,REJ Martinesz
534232,2012,Nottingham,2012/09/05,England,South Africa,England,bat,normal,0,South Africa,0,7,HM Amla,Trent Bridge,HDPK Dharmasena,RK Illingworth,SJA Taufel
571147,2012,,2012/09/03,Australia,Pakistan,Australia,field,normal,0,Australia,0,3,MEK Hussey,Sharjah Cricket Stadium,Ahsan Raza,BF Bowden,NJ Llong
534231,2012,London,2012/09/02,England,South Africa,England,field,normal,0,England,0,6,IR Bell,Lord's,RK Illingworth,SJA Taufel,HDPK Dharmasena
571146,2012,Abu Dhabi,2012/08/31,Australia,Pakistan,Australia,bat,normal,0,Pakistan,0,7,Nasir Jamshed,Sheikh Zayed Stadium,Ahsan Raza,NJ Llong,BF Bowden
534230,2012,London,2012/08/31,England,South Africa,South Africa,bat,normal,0,England,0,4,EJG Morgan,Kennington Oval,HDPK Dharmasena,RA Kettleborough,SJA Taufel
571145,2012,,2012/08/28,Australia,Pakistan,Pakistan,bat,normal,0,Australia,0,4,MA Starc,Sharjah Cricket Stadium,BF Bowden,Zameer Haider,NJ Llong
534229,2012,Southampton,2012/08/28,England,South Africa,South Africa,bat,normal,0,South Africa,80,0,HM Amla,The Rose Bowl,RJ Bailey,SJA Taufel,HDPK Dharmasena
571947,2012,,2012/08/25,Afghanistan,Australia,Australia,bat,normal,0,Australia,66,0,MA Starc,Sharjah Cricket Association Stadium,BF Bowden,Shozab Raza,Zameer Haider
534228,2012,Cardiff,2012/08/24,England,South Africa,South Africa,field,normal,0,,0,0,,Sophia Gardens,HDPK Dharmasena,RA Kettleborough,SJA Taufel
564785,2012,,2012/08/04,Sri Lanka,India,India,bat,normal,0,India,20,0,IK Pathan,Pallekele International Cricket Stadium,BNJ Oxenford,TH Wijewardene,RSA Palliyaguruge
564784,2012,Colombo,2012/07/31,Sri Lanka,India,Sri Lanka,bat,normal,0,India,0,6,V Kohli,R Premadasa Stadium,HDPK Dharmasena,BNJ Oxenford,TH Wijewardene
564783,2012,Colombo,2012/07/28,Sri Lanka,India,Sri Lanka,bat,normal,0,India,0,5,SK Raina,R Premadasa Stadium,HDPK Dharmasena,BNJ Oxenford,REJ Martinesz
564782,2012,Hambantota,2012/07/24,Sri Lanka,India,India,bat,normal,0,Sri Lanka,0,9,NLTC Perera,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",BNJ Oxenford,RSA Palliyaguruge,REJ Martinesz
564781,2012,Hambantota,2012/07/21,Sri Lanka,India,India,bat,normal,0,India,21,0,V Kohli,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",REJ Martinesz,BNJ Oxenford,RSA Palliyaguruge
560927,2012,St Kitts,2012/07/16,West Indies,New Zealand,West Indies,bat,normal,0,West Indies,20,0,SP Narine,"Warner Park, Basseterre",RA Kettleborough,JS Wilson,RK Illingworth
560926,2012,St Kitts,2012/07/14,West Indies,New Zealand,West Indies,bat,normal,0,West Indies,24,0,SP Narine,"Warner Park, Basseterre",RK Illingworth,PJ Nero,RA Kettleborough
560925,2012,St Kitts,2012/07/11,West Indies,New Zealand,West Indies,field,normal,0,New Zealand,88,0,RJ Nicol,"Warner Park, Basseterre",RA Kettleborough,JS Wilson,RK Illingworth
534219,2012,Manchester,2012/07/10,England,Australia,England,field,D/L,1,England,0,7,RS Bopara,Old Trafford,Aleem Dar,IJ Gould,M Erasmus
534218,2012,Chester-le-Street,2012/07/07,England,Australia,England,field,normal,0,England,0,8,ST Finn,Riverside Ground,M Erasmus,NJ Llong,Aleem Dar
560924,2012,Jamaica,2012/07/07,West Indies,New Zealand,New Zealand,field,normal,0,West Indies,55,0,MN Samuels,"Sabina Park, Kingston",GO Brathwaite,RK Illingworth,RA Kettleborough
560923,2012,Jamaica,2012/07/05,West Indies,New Zealand,West Indies,field,D/L,1,West Indies,0,9,AD Russell,"Sabina Park, Kingston",RA Kettleborough,PJ Nero,RK Illingworth
555892,2012,Dublin,2012/07/05,Ireland,Afghanistan,Afghanistan,field,normal,0,Ireland,59,0,,Clontarf Cricket Club Ground,S George,RP Smith,
534216,2012,London,2012/07/01,England,Australia,Australia,bat,normal,0,England,0,6,RS Bopara,Kennington Oval,M Erasmus,RK Illingworth,Aleem Dar
534215,2012,London,2012/06/29,England,Australia,Australia,field,normal,0,England,15,0,EJG Morgan,Lord's,Aleem Dar,RA Kettleborough,M Erasmus
534214,2012,Belfast,2012/06/23,Ireland,Australia,Australia,field,normal,0,,0,0,,"Civil Service Cricket Club, Stormont",M Hawthorne,RA Kettleborough,MA Eggleston
534210,2012,London,2012/06/19,England,West Indies,England,field,normal,0,England,0,8,AN Cook,Kennington Oval,RJ Bailey,AL Hill,HDPK Dharmasena
562443,2012,Colombo,2012/06/18,Sri Lanka,Pakistan,Pakistan,bat,normal,0,Sri Lanka,0,2,AD Mathews,R Premadasa Stadium,REJ Martinesz,PR Reiffel,RSA Palliyaguruge
562442,2012,Colombo,2012/06/16,Sri Lanka,Pakistan,Sri Lanka,bat,normal,0,Sri Lanka,44,0,NLTC Perera,R Premadasa Stadium,REJ Martinesz,PR Reiffel,RSA Palliyaguruge
534209,2012,Southampton,2012/06/16,England,West Indies,West Indies,field,D/L,1,England,114,0,IR Bell,The Rose Bowl,HDPK Dharmasena,RA Kettleborough,AL Hill
562441,2012,Colombo,2012/06/13,Sri Lanka,Pakistan,Pakistan,bat,normal,0,,0,0,,R Premadasa Stadium,EAR de Silva,PR Reiffel,RSA Palliyaguruge
562440,2012,,2012/06/09,Sri Lanka,Pakistan,Sri Lanka,bat,normal,0,Sri Lanka,76,0,NLTC Perera,Pallekele International Cricket Stadium,RSA Palliyaguruge,PR Reiffel,REJ Martinesz
562439,2012,,2012/06/07,Sri Lanka,Pakistan,Sri Lanka,bat,D/L,1,Pakistan,0,6,Umar Gul,Pallekele International Cricket Stadium,REJ Martinesz,PR Reiffel,RSA Palliyaguruge
543888,2011/12,,2012/03/29,Afghanistan,Netherlands,Afghanistan,bat,normal,0,Netherlands,0,9,,Sharjah Cricket Stadium,CB Gaffaney,Sarika Prasad,
540172,2011/12,St Lucia,2012/03/25,West Indies,Australia,West Indies,field,normal,0,Australia,30,0,DJG Sammy,"Beausejour Stadium, Gros Islet",HDPK Dharmasena,PJ Nero,SK Tarapore
540171,2011/12,St Lucia,2012/03/23,West Indies,Australia,Australia,field,normal,0,West Indies,42,0,KA Pollard,"Beausejour Stadium, Gros Islet",GO Brathwaite,SK Tarapore,HDPK Dharmasena
535800,2011/12,Mirpur,2012/03/22,Bangladesh,Pakistan,Bangladesh,field,normal,0,Pakistan,2,0,Shahid Afridi,Shere Bangla National Stadium,SJ Davis,IJ Gould,S Ravi
535799,2011/12,Mirpur,2012/03/20,Bangladesh,Sri Lanka,Bangladesh,field,D/L,1,Bangladesh,0,5,Shakib Al Hasan,Shere Bangla National Stadium,SJ Davis,PR Reiffel,S Ravi
540170,2011/12,St Vincent,2012/03/20,West Indies,Australia,Australia,bat,normal,0,,0,0,MEK Hussey,"Arnos Vale Ground, Kingstown",HDPK Dharmasena,PJ Nero,SK Tarapore
535798,2011/12,Mirpur,2012/03/18,India,Pakistan,Pakistan,bat,normal,0,India,0,6,V Kohli,Shere Bangla National Stadium,SJ Davis,IJ Gould,Sharfuddoula
540169,2011/12,St Vincent,2012/03/18,West Indies,Australia,West Indies,field,D/L,1,West Indies,0,5,SP Narine,"Arnos Vale Ground, Kingstown",GO Brathwaite,SK Tarapore,HDPK Dharmasena
535797,2011/12,Mirpur,2012/03/16,Bangladesh,India,Bangladesh,field,normal,0,Bangladesh,0,5,Shakib Al Hasan,Shere Bangla National Stadium,IJ Gould,PR Reiffel,RSA Palliyaguruge
540168,2011/12,St Vincent,2012/03/16,West Indies,Australia,Australia,bat,normal,0,Australia,64,0,GJ Bailey,"Arnos Vale Ground, Kingstown",HDPK Dharmasena,PJ Nero,SK Tarapore
535796,2011/12,Mirpur,2012/03/15,Pakistan,Sri Lanka,Sri Lanka,bat,normal,0,Pakistan,0,6,Aizaz Cheema,Shere Bangla National Stadium,SJ Davis,PR Reiffel,Sharfuddoula
535795,2011/12,Mirpur,2012/03/13,India,Sri Lanka,Sri Lanka,field,normal,0,India,50,0,V Kohli,Shere Bangla National Stadium,SJ Davis,IJ Gould,Shozab Raza
535794,2011/12,Mirpur,2012/03/11,Bangladesh,Pakistan,Bangladesh,field,normal,0,Pakistan,21,0,Mohammad Hafeez,Shere Bangla National Stadium,IJ Gould,PR Reiffel,S Ravi
518970,2011/12,,2012/03/08,Australia,Sri Lanka,Sri Lanka,field,normal,0,Australia,16,0,CJ McKay,Adelaide Oval,Asad Rauf,BNJ Oxenford,SD Fry
518969,2011/12,,2012/03/06,Australia,Sri Lanka,Australia,bat,normal,0,Sri Lanka,0,8,TM Dilshan,Adelaide Oval,Asad Rauf,BNJ Oxenford,PR Reiffel
518968,2011/12,Brisbane,2012/03/04,Australia,Sri Lanka,Australia,bat,normal,0,Australia,15,0,DA Warner,"Brisbane Cricket Ground, Woolloongabba",Asad Rauf,PR Reiffel,BNJ Oxenford
520602,2011/12,Auckland,2012/03/03,New Zealand,South Africa,South Africa,field,normal,0,South Africa,0,5,M de Lange,Eden Park,CB Gaffaney,RK Illingworth,Aleem Dar
518967,2011/12,,2012/03/02,Australia,Sri Lanka,Sri Lanka,bat,normal,0,Sri Lanka,9,0,LD Chandimal,Melbourne Cricket Ground,Asad Rauf,RJ Tucker,SD Fry
520601,2011/12,Napier,2012/02/29,New Zealand,South Africa,South Africa,field,normal,0,South Africa,0,6,M Morkel,McLean Park,Aleem Dar,GAV Baxter,RK Illingworth
518966,2011/12,Hobart,2012/02/28,India,Sri Lanka,India,field,normal,0,India,0,7,V Kohli,Bellerive Oval,Asad Rauf,SJA Taufel,SD Fry
518965,2011/12,,2012/02/26,Australia,India,Australia,bat,normal,0,Australia,87,0,DA Warner,Sydney Cricket Ground,BF Bowden,SJA Taufel,SD Fry
520600,2011/12,Wellington,2012/02/25,New Zealand,South Africa,New Zealand,bat,normal,0,South Africa,0,6,AB de Villiers,Westpac Stadium,CB Gaffaney,RK Illingworth,Aleem Dar
518964,2011/12,Hobart,2012/02/24,Australia,Sri Lanka,Australia,bat,normal,0,Sri Lanka,0,3,DPMD Jayawardene,Bellerive Oval,BF Bowden,BNJ Oxenford,SD Fry
531634,2011/12,,2012/02/21,England,Pakistan,Pakistan,bat,normal,0,England,0,4,KP Pietersen,Dubai International Cricket Stadium,HDPK Dharmasena,Zameer Haider,SJA Taufel
518963,2011/12,Brisbane,2012/02/21,India,Sri Lanka,Sri Lanka,bat,normal,0,Sri Lanka,51,0,KMDN Kulasekara,"Brisbane Cricket Ground, Woolloongabba",BF Bowden,PR Reiffel,SJ Davis
543882,2011/12,,2012/02/20,Kenya,Ireland,Ireland,bat,normal,0,Ireland,117,0,EC Joyce,Mombasa Sports Club Ground,S George,RB Tiffin,
518962,2011/12,Brisbane,2012/02/19,Australia,India,Australia,bat,normal,0,Australia,110,0,BW Hilfenhaus,"Brisbane Cricket Ground, Woolloongabba",BF Bowden,SJ Davis,BNJ Oxenford
531633,2011/12,,2012/02/18,England,Pakistan,Pakistan,bat,normal,0,England,0,9,KP Pietersen,Dubai International Cricket Stadium,Aleem Dar,SJA Taufel,HDPK Dharmasena
543881,2011/12,,2012/02/18,Kenya,Ireland,Ireland,bat,normal,0,Kenya,0,7,T Mishra,Mombasa Sports Club Ground,D Odhiambo,RB Tiffin,
518961,2011/12,,2012/02/17,Australia,Sri Lanka,Australia,bat,D/L,1,Sri Lanka,0,8,NLTC Perera,Sydney Cricket Ground,BF Bowden,SD Fry,BNJ Oxenford
531632,2011/12,Abu Dhabi,2012/02/15,England,Pakistan,England,bat,normal,0,England,20,0,AN Cook,Sheikh Zayed Stadium,Aleem Dar,HDPK Dharmasena,SJA Taufel
518960,2011/12,,2012/02/14,India,Sri Lanka,Sri Lanka,bat,normal,0,,0,0,MS Dhoni,Adelaide Oval,SD Fry,NJ Llong,BNJ Oxenford
531631,2011/12,Abu Dhabi,2012/02/13,England,Pakistan,England,bat,normal,0,England,130,0,AN Cook,Sheikh Zayed Stadium,Ahsan Raza,SJA Taufel,HDPK Dharmasena
518959,2011/12,,2012/02/12,Australia,India,Australia,bat,normal,0,India,0,4,G Gambhir,Adelaide Oval,NJ Llong,PR Reiffel,BNJ Oxenford
545656,2011/12,,2012/02/10,Afghanistan,Pakistan,Afghanistan,bat,normal,0,Pakistan,0,7,Shahid Afridi,Sharjah Cricket Stadium,Shozab Raza,SJA Taufel,Ahsan Raza
518958,2011/12,Perth,2012/02/10,Australia,Sri Lanka,Sri Lanka,field,normal,0,Australia,5,0,MJ Clarke,Western Australia Cricket Association Ground,NJ Llong,BNJ Oxenford,PR Reiffel
520594,2011/12,Napier,2012/02/09,New Zealand,Zimbabwe,New Zealand,bat,normal,0,New Zealand,202,0,BB McCullum,McLean Park,GAV Baxter,Enamul Haque,RJ Tucker
518957,2011/12,Perth,2012/02/08,India,Sri Lanka,Sri Lanka,bat,normal,0,India,0,4,R Ashwin,Western Australia Cricket Association Ground,NJ Llong,PR Reiffel,BNJ Oxenford
520593,2011/12,Whangarei,2012/02/06,New Zealand,Zimbabwe,Zimbabwe,field,normal,0,New Zealand,141,0,RJ Nicol,Cobham Oval (New),AL Hill,RJ Tucker,Enamul Haque
518956,2011/12,,2012/02/05,Australia,India,India,field,D/L,1,Australia,65,0,MS Wade,Melbourne Cricket Ground,NJ Llong,BNJ Oxenford,PR Reiffel
520592,2011/12,Dunedin,2012/02/03,New Zealand,Zimbabwe,Zimbabwe,field,normal,0,New Zealand,90,0,MJ Guptill,University Oval,Enamul Haque,CB Gaffaney,RJ Tucker
514039,2011/12,Johannesburg,2012/01/22,South Africa,Sri Lanka,Sri Lanka,field,normal,0,Sri Lanka,0,2,KC Sangakkara,New Wanderers Stadium,M Erasmus,NJ Llong,BR Doctrove
514038,2011/12,Kimberley,2012/01/20,South Africa,Sri Lanka,South Africa,bat,normal,0,Sri Lanka,0,5,NLTC Perera,De Beers Diamond Oval,JD Cloete,BR Doctrove,NJ Llong
514037,2011/12,Bloemfontein,2012/01/17,South Africa,Sri Lanka,Sri Lanka,bat,D/L,1,South Africa,4,0,F du Plessis,Chevrolet Park,JD Cloete,NJ Llong,BR Doctrove
514036,2011/12,East London,2012/01/14,South Africa,Sri Lanka,South Africa,field,normal,0,South Africa,0,5,JP Duminy,Buffalo Park,BR Doctrove,S George,NJ Llong
514035,2011/12,Paarl,2012/01/11,South Africa,Sri Lanka,South Africa,bat,normal,0,South Africa,258,0,M Morkel,Boland Park,BR Doctrove,M Erasmus,RA Kettleborough
536933,2011/12,Chennai,2011/12/11,India,West Indies,India,bat,normal,0,India,34,0,MK Tiwary,"MA Chidambaram Stadium, Chepauk",S Asnani,AL Hill,VA Kulkarni
536932,2011/12,Indore,2011/12/08,India,West Indies,India,bat,normal,0,India,153,0,V Sehwag,Holkar Cricket Stadium,AL Hill,S Ravi,S Asnani
538071,2011/12,Chittagong,2011/12/06,Bangladesh,Pakistan,Pakistan,bat,normal,0,Pakistan,58,0,Umar Akmal,Zahur Ahmed Chowdhury Stadium,JD Cloete,Enamul Haque,Sharfuddoula
536931,2011/12,Ahmedabad,2011/12/05,India,West Indies,India,field,normal,0,West Indies,16,0,R Rampaul,"Sardar Patel Stadium, Motera",S Asnani,AL Hill,VA Kulkarni
